"","state","state_name","county","fips_code","total_hh","total_population","total_multi_gen","total_hispanic","total_black","total_asian","total_non_white","total_white","total_hispanic_multigen","total_black_multigen","total_asian_multigen","total_non_white_multigen","total_white_multigen","multi_gen_pct","hispanic_multigen_pct","black_multigen_pct","asian_multigen_pct","non_white_multigen","white_multigen"
"13","FL","Florida","Miami-Dade County","12086",925968.957,2345511.97,263175.474,580596.926,139095.202,15687.969,743655.72,138319.379,190950.967,47454.337,3400.866,243558.891,19616.583,0.284216303376572,0.328887320013127,0.341164442178243,0.216781789918121,0.327515656035027,0.141820930240006
"14","CA","California","Tulare County","06107",143735,440550,40690,75266,2239,4513,85360,52878,26031,627,1841,29673,11017,0.283090409434028,0.345853373369118,0.280035730236713,0.407932639042765,0.347621836925961,0.208347516925754
"15","CA","California","Riverside County","06065",761151,2157496,209994,270833,48360,45000,382406,342488,107691,15551,16836,144629,65365,0.275890066491406,0.397628797081596,0.32156741108354,0.374133333333333,0.378207977908296,0.190853402162995
"16","CA","California","Stanislaus County","06099",178890,513638,49330,62035,5380,9975,82144,91754,22910,1751,3797,29262,20068,0.275756051204651,0.369307648907875,0.32546468401487,0.380651629072682,0.356228087261395,0.21871526037012
"17","CA","California","Los Angeles County","06037",3496621,9343265,960278,1229351,317552,503150,2134872,1181922,520473,78234,154073,768650,191628,0.274630278774851,0.423372169543117,0.24636594951378,0.306216833946139,0.360045005040115,0.162132526511902
"18","FL","Florida","Osceola County","12097",104849,283989,28634,47840,11320,2615,63556,39586,15519,3579,957,20445,8189,0.273097502122099,0.32439381270903,0.316166077738516,0.365965583173996,0.321684813392913,0.206866063759915
"19","TX","Texas","El Paso County","48141",283052,759824,77087,208751,10764,4156,226445,41864,68603,1288,812,71158,5929,0.272342184474937,0.32863555144646,0.11965811965812,0.195380173243503,0.314239660844797,0.14162526275559
"20","CA","California","Merced County","06047",86140,257995,23435,39678,2902,4990,49211,30797,13975,805,2007,17272,6163,0.272057116322266,0.352210292857503,0.277394900068918,0.402204408817635,0.350978439779724,0.200116894502711
"21","TX","Texas","Zapata County","48505",5006.694,13593.272,1343.804,3984.75,0,5.082,4003.076,594.44,1248.478,0,2.31,1254.33,89.474,0.268401464119836,0.313314009661836,NA,0.454545454545455,0.313341540355467,0.150518134715026
"22","TX","Texas","Duval County","48131",4454.007,12092.716,1195.462,3544.875,0,4.521,3561.178,528.82,1110.659,0,2.055,1115.865,79.597,0.268401464119836,0.313314009661836,NA,0.454545454545454,0.313341540355467,0.150518134715026
"23","TX","Texas","Jim Hogg County","48247",1983.171,5384.348,532.286,1578.375,0,2.013,1585.634,235.46,494.527,0,0.915,496.845,35.441,0.268401464119836,0.313314009661836,NA,0.454545454545455,0.313341540355467,0.150518134715026
"24","TX","Texas","Live Oak County","48297",4909.161,13328.468,1317.626,3907.125,0,4.983,3925.094,582.86,1224.157,0,2.265,1229.895,87.731,0.268401464119836,0.313314009661836,NA,0.454545454545455,0.313341540355467,0.150518134715026
"25","TX","Texas","McMullen County","48311",390.132,1059.216,104.712,310.5,0,0.396,311.928,46.32,97.284,0,0.18,97.74,6.972,0.268401464119836,0.313314009661836,NA,0.454545454545455,0.313341540355467,0.150518134715026
"26","TX","Texas","Starr County","48427",15767.835,42809.98,4232.11,12549.375,0,16.005,12607.09,1872.1,3931.895,0,7.275,3950.325,281.785,0.268401464119836,0.313314009661836,NA,0.454545454545455,0.313341540355467,0.150518134715026
"27","CA","California","San Benito County","06069",22608.487,64987.26,6058.477,10500.407,140.505,415.599,11422.317,5996.359,4428.126,26.622,168.606,4684.486,1373.991,0.267973571163785,0.421709939433776,0.189473684210526,0.405693950177936,0.410116966636454,0.229137548302228
"28","CA","California","San Joaquin County","06077",245658,706569,65493,74582,17720,30897,132036,96531,26217,5163,12463,46390,19103,0.266602349607992,0.351519133302942,0.291365688487585,0.403372495711558,0.351343572964949,0.197894976743222
"29","NY","New York","Suffolk County","36103",517117,1384336,137780,62705,31363,15150,115365,373937,25802,12008,5322,45492,92288,0.266438736301456,0.411482337931584,0.382871536523929,0.351287128712871,0.394331036276167,0.246800931707748
"30","TX","Texas","Dimmit County","48127",3845.733,10436.59,1021.08,2796.379,36.448,21.306,2895.137,665.779,902.423,5.427,12.998,935.253,85.827,0.265509852088015,0.322711263387402,0.148897058823529,0.610062893081761,0.323042743745805,0.128912146523095
"31","TX","Texas","Kinney County","48271",1721.97,4673.1,457.2,1252.11,16.32,9.54,1296.33,298.11,404.07,2.43,5.82,418.77,38.43,0.265509852088015,0.322711263387402,0.148897058823529,0.610062893081761,0.323042743745805,0.128912146523095
"32","TX","Texas","La Salle County","48283",2468.157,6698.11,655.32,1794.691,23.392,13.674,1858.073,427.291,579.167,3.483,8.342,600.237,55.083,0.265509852088015,0.322711263387402,0.148897058823529,0.610062893081761,0.323042743745805,0.128912146523096
"33","TX","Texas","Maverick County","48323",15555.129,42213.67,4130.04,11310.727,147.424,86.178,11710.181,2692.927,3650.099,21.951,52.574,3782.889,347.151,0.265509852088015,0.322711263387402,0.148897058823529,0.610062893081761,0.323042743745805,0.128912146523095
"34","TX","Texas","Real County","48385",2295.96,6230.8,609.6,1669.48,21.76,12.72,1728.44,397.48,538.76,3.24,7.76,558.36,51.24,0.265509852088015,0.322711263387402,0.148897058823529,0.610062893081761,0.323042743745805,0.128912146523095
"35","TX","Texas","Uvalde County","48463",9643.032,26169.36,2560.32,7011.816,91.392,53.424,7259.448,1669.416,2262.792,13.608,32.592,2345.112,215.208,0.265509852088015,0.322711263387402,0.148897058823529,0.610062893081761,0.323042743745805,0.128912146523096
"36","TX","Texas","Val Verde County","48465",16588.311,45017.53,4404.36,12061.993,157.216,91.902,12487.979,2871.793,3892.541,23.409,56.066,4034.151,370.209,0.265509852088015,0.322711263387402,0.148897058823529,0.610062893081761,0.323042743745805,0.128912146523095
"37","TX","Texas","Zavala County","48507",3788.334,10280.82,1005.84,2754.642,35.904,20.988,2851.926,655.842,888.954,5.346,12.804,921.294,84.546,0.265509852088015,0.322711263387402,0.148897058823529,0.610062893081761,0.323042743745805,0.128912146523096
"38","TX","Texas","Edwards County","48137",1434.975,3894.25,381,1043.425,13.6,7.95,1080.275,248.425,336.725,2.025,4.85,348.975,32.025,0.265509852088015,0.322711263387402,0.148897058823529,0.610062893081761,0.323042743745805,0.128912146523095
"39","TX","Texas","Fort Bend County","48157",243795,729095,64390,48592,49748,42537,145258,92631,16326,15942,14211,47504,16886,0.264115342808507,0.335981231478433,0.320455093672107,0.33408561957825,0.327031901857385,0.18229318478695
"40","MD","Maryland","Charles County","24017",58956,154501,15561,2130,25812,1462,31907,24613,498,8188,665,9895,5666,0.263942601261958,0.233802816901408,0.317216798388346,0.454856361149111,0.310120036355659,0.230203550969
"41","CA","California","Ventura County","06111",283441,779164,74810,82918,4827,19024,112104,158939,33629,1611,6469,43023,31787,0.263934998818096,0.40556935767867,0.333747669359851,0.340044154751892,0.383777563690858,0.199994966622415
"42","GA","Georgia","Douglas County","13097",50386,132522,13283,2828,23172,763,27691,21496,1117,6538,277,8135,5148,0.263624816417259,0.394978783592645,0.282150871741757,0.363040629095675,0.293777761727637,0.23948641607741
"43","GA","Georgia","Newton County","13217",37527.04,101946.925,9834.37,1747.845,17290.13,349.355,20113.86,16316.43,563.89,5289.01,246.635,6229.54,3604.83,0.262060903284672,0.322620140801959,0.305897642180828,0.705972434915773,0.309713799340355,0.220932520165257
"44","GA","Georgia","Rockdale County","13247",32616.96,88608.075,8547.63,1519.155,15027.87,303.645,17482.14,14181.57,490.11,4596.99,214.365,5414.46,3133.17,0.262060903284672,0.322620140801959,0.305897642180828,0.705972434915773,0.309713799340355,0.220932520165257
"45","GA","Georgia","Clayton County","13063",99515,256867,26068,7842,67883,4269,82261,12018,2946,18287,1631,23406,2662,0.261950459729689,0.375669472073451,0.269389979818217,0.382056687748887,0.28453337547562,0.221501081710767
"46","GA","Georgia","Henry County","13151",77066,212857,20176,3081,33226,2144,39477,36508,996,9839,761,11836,8340,0.261801572677964,0.323271665043817,0.296123517727081,0.354944029850746,0.299820148440864,0.228443080968555
"47","CA","California","Orange County","06059",1081254,2988254,280157,248168,18970,204806,497385,540109,102938,4707,63954,176882,103275,0.259103781350173,0.41479159279198,0.248128624143384,0.312266242199936,0.355623913065332,0.191211403624083
"48","NJ","New Jersey","Union County","34039",197535,524932,50987,48394,42343,9093,103426,86661,15479,13390,2796,32658,18329,0.258116283190321,0.319853700872009,0.316227003282715,0.307489277466183,0.315761994082726,0.211502290534381
"49","CA","California","Fresno County","06019",324639,925343,83782,134058,16567,27216,185650,122258,45273,3864,9051,60175,23607,0.258077433703283,0.33771203508929,0.233234743767731,0.332561728395062,0.324131430110423,0.193091658623567
"50","MD","Maryland","Prince George's County","24033",329674,832054,84010,33819,208591,11480,263032,48312,11756,58880,3432,76174,7836,0.254827496253875,0.347615245867707,0.282274882425416,0.298954703832753,0.289599744517777,0.162195727769498
